"ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","yearly","yearly_lower","yearly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
2000-02-01,874212.208990558,-146474.094942993,-146474.094942993,-146474.094942993,-146474.094942993,-146474.094942993,-146474.094942993,0,0,0,660336.256532924,808797.128354898,874212.208990558,874212.208990558,727738.114047564
2000-03-01,873128.407032905,94964.5796691833,94964.5796691833,94964.5796691833,94964.5796691833,94964.5796691833,94964.5796691833,0,0,0,889877.62951364,1041625.78187504,873128.407032905,873128.407032905,968092.986702088
2000-04-01,871969.860112656,231070.710775043,231070.710775043,231070.710775043,231070.710775043,231070.710775043,231070.710775043,0,0,0,1024065.48659429,1169774.29192605,871969.860112656,871969.860112656,1103040.5708877
2000-05-01,870848.685673705,231839.573822753,231839.573822753,231839.573822753,231839.573822753,231839.573822753,231839.573822753,0,0,0,1023669.97906279,1175947.94660399,870848.685673705,870848.685673705,1102688.25949646
2000-06-01,869690.138753456,132982.40063946,132982.40063946,132982.40063946,132982.40063946,132982.40063946,132982.40063946,0,0,0,926496.49586721,1075894.43551718,869690.138753456,869690.138753456,1002672.53939292
2000-07-01,868568.964314505,109108.984182735,109108.984182735,109108.984182735,109108.984182735,109108.984182735,109108.984182735,0,0,0,900698.374140109,1051013.83816359,868568.964314505,868568.964314505,977677.94849724
2000-08-01,867410.417394255,7129.61743142826,7129.61743142826,7129.61743142826,7129.61743142826,7129.61743142826,7129.61743142826,0,0,0,798388.359135,954693.417936764,867410.417394255,867410.417394255,874540.034825684
2000-09-01,866251.870474006,-40899.786819733,-40899.786819733,-40899.786819733,-40899.786819733,-40899.786819733,-40899.786819733,0,0,0,750436.56788523,900164.071951651,866251.870474006,866251.870474006,825352.083654273
2000-10-01,865130.696035055,-109643.208390659,-109643.208390659,-109643.208390659,-109643.208390659,-109643.208390659,-109643.208390659,0,0,0,684518.920688716,829839.217545066,865130.696035055,865130.696035055,755487.487644396
2000-11-01,863972.149114806,-141467.444747357,-141467.444747357,-141467.444747357,-141467.444747357,-141467.444747357,-141467.444747357,0,0,0,650053.266697414,803018.405786412,863972.149114806,863972.149114806,722504.704367449
2000-12-01,863301.861978194,-205057.563123536,-205057.563123536,-205057.563123536,-205057.563123536,-205057.563123536,-205057.563123536,0,0,0,590330.462359728,728004.074690143,863301.861978194,863301.861978194,658244.298854658
2001-01-01,862609.231937029,-231031.194560192,-231031.194560192,-231031.194560192,-231031.194560192,-231031.194560192,-231031.194560192,0,0,0,558024.76036301,712318.02005783,862609.231937029,862609.231937029,631578.037376837
2001-02-01,861916.601895864,-200244.092788507,-200244.092788507,-200244.092788507,-200244.092788507,-200244.092788507,-200244.092788507,0,0,0,581578.631931512,734828.64884389,861916.601895864,861916.601895864,661672.509107358
2001-03-01,861291.00056836,94985.9325588124,94985.9325588124,94985.9325588124,94985.9325588124,94985.9325588124,94985.9325588124,0,0,0,881271.368776949,1034314.46336263,861291.00056836,861291.00056836,956276.933127173
2001-04-01,860598.370527195,227844.57149602,227844.57149602,227844.57149602,227844.57149602,227844.57149602,227844.57149602,0,0,0,1010834.06207891,1160568.72756699,860598.370527195,860598.370527195,1088442.94202321
2001-05-01,859928.083390584,216077.895488795,216077.895488795,216077.895488795,216077.895488795,216077.895488795,216077.895488795,0,0,0,1004525.18347966,1149863.20951391,859928.083390584,859928.083390584,1076005.97887938
2001-06-01,859235.453349418,132609.634964733,132609.634964733,132609.634964733,132609.634964733,132609.634964733,132609.634964733,0,0,0,916087.510052746,1064492.27466328,859235.453349418,859235.453349418,991845.088314152
2001-07-01,858565.166212807,112028.950833968,112028.950833968,112028.950833968,112028.950833968,112028.950833968,112028.950833968,0,0,0,892879.528521669,1045298.6292819,858565.166212807,858565.166212807,970594.117046776
2001-08-01,857872.536171642,12121.1643289554,12121.1643289554,12121.1643289554,12121.1643289554,12121.1643289554,12121.1643289554,0,0,0,793264.399467055,948642.783920764,857872.536171642,857872.536171642,869993.700500597
2001-09-01,857179.907336502,-30340.971227472,-30340.971227472,-30340.971227472,-30340.971227472,-30340.971227472,-30340.971227472,0,0,0,755885.432219726,893292.79626399,857179.907336502,857179.907336502,826838.93610903
2001-10-01,856509.621367012,-100175.20114327,-100175.20114327,-100175.20114327,-100175.20114327,-100175.20114327,-100175.20114327,0,0,0,680364.706414249,835599.386577369,856509.621367012,856509.621367012,756334.420223741
