year,month,time,mead_Evap_tavg,mead_Tair_f_inst,mead_Rainf_tavg,mead_Qsb_acc,mead_Qsm_acc,year,month,time,upperCRB_Evap_tavg,upperCRB_Tair_f_inst,upperCRB_Snowf_tavg,upperCRB_Rainf_tavg,upperCRB_SoilMoi0_10cm_inst,upperCRB_SoilMoi10_40cm_inst,upperCRB_SoilMoi40_100cm_inst,upperCRB_SoilMoi100_200cm_inst,upperCRB_SWE_inst,upperCRB_Qsb_acc,upperCRB_Qs_acc,upperCRB_Qsm_acc,upperCRB_SnowDepth_inst,upperCRB_PotEvap_tavg,upperCRB_ECanop_tavg,upperCRB_Tveg_tavg,upperCRB_ESoil_tavg,upperCRB_RootMoist_inst,ARIZONA,CALIFORNIA,NEVADA,"MEXICO (In satisfaction with treaty, NOT INCLUDING water bypassed from pursuant of MINUTE NO. 242 OF THE IBWC, and excess delivery)",Lake Powell,Lake Mead,Lake Mohave,Lake Havasu,Southwest December Palmer Drought Severity Index (PDSI)
2001,1,2001-01-01,4.85E-06,279.2860333,1.51E-05,0.0019579167,0.000509206971,2001,1,2001-01-01,2.79E-06,264.9579389,7.05E-06,2.27E-06,27.82218329,56.73359585,70.99158287,173.0648686,18.89029345,0.00206841047,0.001468137569,0.02178280976,0.1248395092,15.48228013,0.3202976946,0.01897481102,2.799863854,165.1602554,216400,235400,14600,166500,19328,22523,1679,556,-2.08
2001,2,2001-02-01,8.62E-06,280.550415,1.77E-05,0.002318965783,4.39E-06,2001,2,2001-02-01,5.57E-06,267.4309469,8.79E-06,3.53E-06,32.34993876,60.3122821,71.21679441,172.8234186,24.87282956,0.001430306432,0.009475106012,0.06195821772,0.1425410707,23.7232519,0.8053193189,0.03231507771,6.678987059,173.4214759,236000,310700,14500,192700,19023,22430,1657,593,-1.68
2001,3,2001-03-01,1.30E-05,286.2189267,9.65E-06,0.004175315883,0,2001,3,2001-03-01,9.71E-06,271.7226618,4.87E-06,4.64E-06,31.19772257,71.36181046,75.96111499,174.176875,16.64986546,0.00371626073,0.01563559141,0.08995591357,0.07194050383,67.66654901,1.691739356,0.8174476122,15.19618649,188.0296586,254400,266400,17000,241700,18865,22154,1711,585,-1.51
2001,4,2001-04-01,1.29E-05,289.287075,8.66E-06,0.005759729,0,2001,4,2001-04-01,1.45E-05,276.680237,4.00E-06,8.68E-06,24.00374681,74.08886506,82.33746006,175.6636884,5.324406892,0.004997084003,0.00563743194,0.03891513427,0.02049568958,168.9097147,3.80564078,4.788574701,22.92642111,190.0462048,305400,535700,28300,200000,18821,21603,1734,594,-1.36
2001,5,2001-05-01,4.46E-06,298.6366283,1.18E-06,0.005347042883,0,2001,5,2001-05-01,1.68E-05,284.2284524,8.97E-07,8.58E-06,17.40649079,62.65393279,87.23588931,175.5253652,0.4306921443,0.003687151526,0.0009371531185,0.006669470376,0.00156579076,270.6059606,6.014352572,18.19983543,16.81263053,177.0189756,345800,593200,39800,110600,19797,21127,1680,573,-1.17
2001,6,2001-06-01,3.03E-06,302.2879317,1.26E-06,0.004723986117,0,2001,6,2001-06-01,1.62E-05,289.8394081,1.22E-07,4.67E-06,12.56886191,45.80662978,81.39215718,174.4649484,0.004228207789,0.002877543327,8.52E-05,4.24E-05,2.77E-05,357.3544242,4.022568771,27.62694377,8.905033979,149.5452859,302600,566700,31600,122200,20259,20557,1691,590,-1.32
2001,7,2001-07-01,6.92E-06,302.9479683,6.59E-06,0.004211848133,0,2001,7,2001-07-01,1.46E-05,292.6581241,2.85E-10,1.13E-05,13.70122542,39.09747824,72.21168328,172.9868718,2.54E-05,0.002319204256,0.0002420674178,2.62E-08,1.41E-07,308.8572047,8.456091438,16.89909605,11.24049291,134.5827893,250900,589300,37400,143000,19764,20245,1657,576,-1.49
2001,8,2001-08-01,1.05E-05,304.4076983,1.15E-05,0.003786108883,0,2001,8,2001-08-01,1.37E-05,291.3115469,2.97E-10,1.66E-05,15.96025444,40.94401244,69.0895733,171.8050408,0.0001355614789,0.002057249877,0.0005961180643,4.83E-07,7.58E-07,229.950633,9.80212185,11.37617514,13.57749628,135.3519576,199700,548500,38000,113600,19321,20137,1669,582,-1.52
2001,9,2001-09-01,2.94E-06,300.9303367,8.39E-07,0.00345537495,0,2001,9,2001-09-01,8.36E-06,287.9595149,1.79E-07,5.11E-06,13.66832846,40.36690564,68.01557678,171.0407278,0.02663528593,0.001957089089,0.0001069084726,0.0005056624845,0.0001346652727,233.3890536,3.298002009,9.319540383,8.32558725,131.3527255,181500,457600,31700,103100,19135,19873,1610,567,-2.25
2001,10,2001-10-01,1.21E-06,294.6011917,2.08E-06,0.0031726075,0,2001,10,2001-10-01,3.68E-06,280.5774457,9.20E-07,4.45E-06,11.85210699,37.90931848,66.35188129,170.2074954,0.1170546799,0.001741970497,0.0001081214571,0.002359088609,0.0007136514781,169.8856247,1.861470763,3.113465628,4.093824651,125.4011918,154500,421300,30100,85200,18802,19882,1475,570,-2.8
2001,11,2001-11-01,3.04E-06,286.8891817,4.73E-06,0.00293661105,2.15E-06,2001,11,2001-11-01,2.99E-06,274.3694633,4.90E-06,5.79E-06,17.20384059,39.79460048,65.9868687,169.498457,2.157733789,0.001555461817,0.0002360231865,0.005173514645,0.01657768128,61.44127644,1.587744598,0.7890906579,4.3797928,132.2595308,182000,342600,19100,99000,18511,19776,1532,549,-2.73
2001,12,2001-12-01,3.79E-06,279.07717,7.45E-06,0.002739348117,0.008873521945,2001,12,2001-12-01,2.18E-06,267.0103091,7.56E-06,1.40E-06,22.75352682,42.7259386,66.08995447,169.1927003,14.51012061,0.001465828809,0.0001160121985,0.02491920464,0.1055856195,14.63709707,0.5323154265,0.01555422451,1.981459882,140.7902921,211900,287500,13300,123200,17996,19795,1655,552,-2.75
2002,1,2002-01-01,4.77E-06,280.3594733,1.17E-06,0.002674563083,0,2002,1,2002-01-01,3.24E-06,266.3499467,3.70E-06,8.07E-07,26.94559093,43.73977933,66.13295802,168.9703918,20.26014062,0.001158438723,0.0002363346091,0.02099813401,0.1173685922,18.62085482,0.3940553707,0.01381723244,4.033409854,146.0103501,209800,289100,13100,143300,17507,19870,1674,550,-3.12
2002,2,2002-02-01,3.75E-06,283.6194867,4.76E-07,0.002617812533,0,2002,2,2002-02-01,5.26E-06,267.025209,2.11E-06,6.90E-07,26.07518529,44.3484628,66.24838179,168.8239327,18.86161844,0.0008411389501,0.001384720002,0.02623531358,0.09902907365,43.46428346,0.3458243984,0.1274590933,6.956980154,145.8642463,247400,340000,12300,159500,17201,19682,1643,561,-3.6
2002,3,2002-03-01,4.05E-06,284.9941617,2.80E-06,0.0024685282,0,2002,3,2002-03-01,8.35E-06,270.4639773,5.20E-06,2.76E-06,25.9000353,47.13784062,66.6616929,168.7880007,14.30268588,0.0008648473978,0.005489501028,0.05608947562,0.07019254028,88.9718015,0.9970847956,0.7044777472,11.81525938,148.9268805,322200,459300,21000,215500,16927,19112,1709,590,-3.88
2002,4,2002-04-01,5.00E-06,292.6376533,2.28E-06,0.002274687483,0,2002,4,2002-04-01,1.01E-05,279.0390782,1.13E-06,5.67E-06,19.13145461,52.58565587,68.21293856,168.6653017,2.321929042,0.001091590564,0.001684741814,0.02397939577,0.008175322541,205.4112854,2.442969135,3.82417042,16.89331361,149.2111156,333600,537200,30400,207300,16705,18539,1682,584,-4.61
2002,5,2002-05-01,2.60E-06,295.8916383,5.60E-07,0.002070154567,0,2002,5,2002-05-01,9.32E-06,283.6271657,4.76E-07,2.81E-06,12.76773085,47.13152602,69.20137346,168.2832439,0.1822400143,0.001136182686,0.0003293938146,0.001813607626,0.0006687415616,306.5598709,2.130413261,12.86681706,8.009060933,138.3794506,356300,576400,36500,121200,16536,17915,1736,595,-5.8
2002,6,2002-06-01,1.59E-06,302.8192583,4.03E-07,0.001887638883,0,2002,6,2002-06-01,9.41E-06,291.3253139,5.85E-09,2.24E-06,9.566176115,36.66215374,64.41378305,167.6174135,0.0001727684791,0.001151829411,3.68E-05,1.85E-07,1.14E-06,390.7376814,2.070816162,17.94155555,3.584035131,119.8014098,320300,555100,35300,122900,16111,17533,1720,584,-6.81
2002,7,2002-07-01,2.68E-06,305.89424,2.83E-06,0.001736518817,0,2002,7,2002-07-01,9.44E-06,294.3309227,2.19E-11,8.37E-06,11.32038588,31.50098771,58.71418795,166.8012023,2.06E-05,0.001089397694,0.0002484077629,0,1.09E-07,319.1389541,6.440199257,10.9812965,6.430177743,110.5082406,256700,615400,39900,127500,15333,17343,1695,561,-7.3
2002,8,2002-08-01,2.03E-06,303.779545,2.86E-06,0.001609838723,0,2002,8,2002-08-01,7.89E-06,291.1630073,1.04E-09,8.00E-06,12.10645056,30.32979131,56.07361846,166.1225508,0.0001437440959,0.001024782618,0.0002905972458,1.83E-06,8.03E-07,308.9509469,4.719953271,7.715106303,7.433122142,107.3922345,238700,567600,40700,105200,14569,17209,1698,560,-7.73
2002,9,2002-09-01,9.39E-06,299.2308317,1.09E-05,0.001509208325,0,2002,9,2002-09-01,1.13E-05,285.7033512,2.07E-07,2.36E-05,17.97572908,42.28847381,57.68564775,165.7509091,0.02549860508,0.001102141825,0.001590966438,0.0007832330948,0.000130569211,179.8884093,8.512965031,5.465470704,14.46410432,126.6241495,189700,444900,33400,112500,14468,17093,1577,565,-6.2
2002,10,2002-10-01,4.48E-06,291.2934367,7.15E-06,0.0014420766,0,2002,10,2002-10-01,6.91E-06,277.6429945,3.40E-06,9.80E-06,18.36711871,52.13182476,64.81816817,166.084307,0.75767226,0.001593217963,0.0004797045,0.01121964589,0.004941593838,113.3391555,3.445690457,2.970698993,9.939137334,143.9385667,149700,368900,29900,79200,14270,17032,1486,584,-5.32
2002,11,2002-11-01,5.39E-06,285.40537,7.58E-06,0.001384715307,0,2002,11,2002-11-01,4.41E-06,271.2783958,4.00E-06,3.15E-06,22.27546138,53.84481604,67.85821845,166.3309679,3.982537645,0.00192224451,0.0001417076355,0.02948448387,0.02234135812,46.93561032,1.699382235,0.4098372541,6.353768367,152.5813667,197300,335800,20400,103700,14111,16850,1516,559,-4.95
2002,12,2002-12-01,4.90E-06,279.8473767,5.93E-06,0.001340342733,0,2002,12,2002-12-01,2.55E-06,268.3997047,5.12E-06,1.80E-06,24.58746024,54.22734405,68.68977485,166.5578303,6.002770262,0.00199477628,0.0001132238661,0.01616883526,0.03687123003,21.37435659,0.6902635306,0.07628483943,3.658118832,156.1165729,165600,275900,13600,125400,13774,16718,1679,547,-4.64
2003,1,2003-01-01,4.54E-06,284.4683133,1.50E-06,0.001342130358,0,2003,1,2003-01-01,2.69E-06,270.911886,2.17E-06,1.30E-06,27.91551827,54.84055767,68.94194098,166.6054928,8.699633613,0.0017072028,0.001042693095,0.03496198205,0.04646884448,20.35672595,0.4824194389,0.06664445261,4.947532062,160.3107217,216938,"246,971","14,745","134,481","13,269","16,854","1,705",537,-5.32
2003,2,2003-02-01,9.50E-06,282.2833083,2.59E-05,0.00147497025,0,2003,2,2003-02-01,6.04E-06,268.4549459,6.28E-06,1.12E-05,29.63348706,67.47985144,71.87096941,167.1466499,10.84957673,0.002483189519,0.003644699723,0.02670182499,0.05994142161,38.23037331,0.9228024127,0.06789571526,9.765051092,177.5272893,195797,"153,644","13,220","181,491","12,833","16,978","1,729",573,-4.41
2003,3,2003-03-01,1.41E-05,285.8652567,1.31E-05,0.0023232191,0,2003,3,2003-03-01,1.04E-05,272.6606169,7.67E-06,6.36E-06,28.97164013,71.01940981,76.25288197,168.4751689,10.08753938,0.003918995607,0.00743735961,0.06889229492,0.05320067702,72.05779126,2.302116091,0.7157222611,16.07404491,184.7831046,282488,"416,174","15,250","207,010","12,444","16,826","1,686",541,-4.08
2003,4,2003-04-01,1.21E-05,288.5860033,7.73E-06,0.00301677085,0,2003,4,2003-04-01,1.30E-05,277.5380934,2.06E-06,6.22E-06,21.57507262,70.77096578,82.68458319,169.4729312,3.217423795,0.003834935875,0.003503599545,0.0281939846,0.0127851168,196.5142023,3.232849894,5.066642065,20.72594637,183.6698123,312166,"504,884","23,240","204,714","12,243","16,287","1,686",592,-4
2003,5,2003-05-01,7.33E-06,296.73338,3.35E-06,0.003054805233,0,2003,5,2003-05-01,1.63E-05,284.4328681,8.67E-07,8.62E-06,17.43211851,60.20097063,86.40115188,169.3385609,0.3324188454,0.002781718516,0.0007941281719,0.004320275157,0.001428090823,264.6883823,6.15473208,17.50680784,16.49815603,172.7944996,319683,"478,069","26,352","112,358","12,756","15,893","1,715",596,-4.46
2003,6,2003-06-01,2.00E-06,302.2533683,1.80E-07,0.002853041667,0,2003,6,2003-06-01,1.69E-05,289.029385,1.22E-07,8.47E-06,13.80948169,45.59405552,80.09006002,168.6343411,0.01705465473,0.002148971492,0.000258285999,0.0006755988467,9.23E-05,337.4631699,6.320416777,25.29535861,10.66356371,148.3661989,285427,"434,218","33,862","111,490","13,365","15,733","1,696",591,-4.49
2003,7,2003-07-01,1.79E-06,305.9920033,5.91E-06,0.002637103467,0,2003,7,2003-07-01,1.08E-05,295.1474986,5.06E-11,5.46E-06,10.2866571,37.29372121,70.2318545,167.6083772,6.24E-06,0.00173662969,0.0001505735417,3.12E-08,2.87E-08,344.2555044,4.051199474,18.80086286,4.339018937,126.6333627,228575,"473,590","36,908","122,177","12,794","15,598","1,743",596,-5.57
2003,8,2003-08-01,9.88E-06,303.657205,8.90E-06,0.002450060483,0,2003,8,2003-08-01,1.22E-05,291.9175016,1.09E-09,1.35E-05,15.68802207,38.50111201,66.255895,166.7391328,0.0001122789816,0.001530484464,0.0003041419212,1.60E-06,5.89E-07,225.2353738,8.082040016,10.4044273,12.46227731,129.1515408,163063,"433,069","33,332","100,876","12,156","15,741","1,739",596,-5.72
2003,9,2003-09-01,7.42E-06,300.868515,3.44E-06,0.002279541717,0,2003,9,2003-09-01,9.80E-06,286.6734306,4.47E-08,1.18E-05,15.63443561,44.49943702,67.48966144,166.2846712,0.005029724474,0.00155524955,0.00189272394,7.93E-05,2.81E-05,219.0330632,3.616605561,9.41036778,11.68823492,136.2874718,162915,"388,474","28,105","92,836","12,110","15,618","1,643",562,-5.59
2003,10,2003-10-01,1.81E-06,296.3568733,7.63E-07,0.00212044355,0,2003,10,2003-10-01,5.58E-06,283.2096554,5.00E-07,5.15E-06,13.91772539,43.24353274,68.51988729,166.0431381,0.04952532384,0.001625742675,0.0001976573263,0.0009730201406,0.0003422231391,179.7364579,1.840519725,4.68950239,7.405500241,134.3823659,231586,"366,376","33,374","72,824","11,935","15,517","1,468",565,-5.84
2003,11,2003-11-01,2.88E-06,282.7957433,6.11E-06,0.001977055533,4.72E-06,2003,11,2003-11-01,3.45E-06,271.2575937,6.19E-06,6.46E-06,18.40120595,44.87427823,68.73404788,165.7291741,4.249975336,0.001573127176,0.0006163505918,0.03108575487,0.02673988669,47.64592194,1.514985704,0.2836003318,4.048938806,140.7164408,220560,"258,372","20,963","100,688","11,796","15,337","1,527",560,-5
2003,12,2003-12-01,5.38E-06,281.1714817,6.99E-06,0.001860987917,0.036075202,2003,12,2003-12-01,2.98E-06,269.290776,8.01E-06,2.85E-06,25.02299642,47.86636963,69.50685906,165.7414263,11.55139065,0.001667635896,0.0001485030872,0.02548942502,0.07223180162,26.12596238,0.8107079244,0.1208117667,3.574322101,151.0748546,211401,"254,905","19,039","120,910","11,487","15,300","1,590",516,-4.78
2004,1,2004-01-01,5.40E-06,280.3416283,3.62E-06,0.001837889758,0.01015564523,2004,1,2004-01-01,3.15E-06,267.139965,6.20E-06,2.08E-06,31.99778522,49.85708123,69.52476479,165.7158597,26.11085302,0.00150472044,0.0005205662043,0.03386592398,0.1498791597,13.30621335,0.3909830953,0.007247266818,3.550292126,160.0132282,"222,780","221,166","16,204","128,668","10,984","15,434","1,623",511,-4.65
2004,2,2004-02-01,8.77E-06,280.3250683,2.47E-05,0.001906070383,1.44E-07,2004,2,2004-02-01,5.55E-06,267.7014908,1.00E-05,4.98E-06,33.59397363,54.36123109,69.88135789,165.6724958,27.84489689,0.001267662321,0.005189308002,0.063440292,0.1476633535,21.75092471,0.6992717468,0.01603845046,5.847772048,166.4214089,"231,587","237,242","10,098","168,644","10,537","15,404","1,716",557,-3.84
2004,3,2004-03-01,1.14E-05,290.7429417,2.78E-06,0.002990289,0,2004,3,2004-03-01,1.08E-05,275.7927654,1.47E-06,1.90E-06,27.75216937,69.01918743,76.2399308,166.6638056,13.53302502,0.002541716842,0.008338139484,0.09853212568,0.05394832227,112.2346183,1.279194224,2.03886067,17.84943406,181.5690266,"294,267","392,360","20,020","202,050","10,180","15,255","1,677",536,-4.47
2004,4,2004-04-01,1.42E-05,290.99053,1.28E-05,0.003649013933,0,2004,4,2004-04-01,1.46E-05,278.5564727,4.22E-06,1.78E-05,22.54062318,69.03822452,93.26619737,168.5624607,1.341084123,0.004304978134,0.002679253139,0.02539651236,0.005983456244,172.5565785,5.323558311,4.65247796,23.53475183,193.5161869,"311,500","450,334","21,515","212,328","10,193","14,866","1,680",558,-3.22
2004,5,2004-05-01,5.25E-06,297.08769,1.20E-06,0.003544502667,0,2004,5,2004-05-01,1.61E-05,284.6524126,2.96E-07,5.00E-06,15.71658951,56.69268008,94.97883264,169.8147763,0.1315996581,0.003791246388,0.0002662168415,0.00371772335,0.0006343374583,312.2377519,3.789184268,19.77156588,16.1271854,176.4937654,"335,803","501,285","38,365","112,075","10,566","14,324","1,729",583,-3.75
2004,6,2004-06-01,2.15E-06,302.5141967,7.28E-07,0.003247659717,0,2004,6,2004-06-01,1.66E-05,289.4124667,6.26E-08,1.01E-05,12.67501265,44.6322647,83.88105646,169.1003974,0.006277022347,0.002625325755,0.0001532969843,0.0001891134937,3.18E-05,330.8745507,7.961251321,24.98336064,8.567852354,150.4611328,"299,551","489,702","33,933","109,645","10,476","14,042","1,696",587,-3.73
2004,7,2004-07-01,3.87E-06,305.02985,3.83E-06,0.002975517467,0,2004,7,2004-07-01,1.53E-05,292.0419227,7.02E-10,9.78E-06,14.53517118,40.65185924,75.00212307,167.8577088,0.0002723883146,0.002003938546,0.0001436631964,4.05E-08,1.47E-06,298.7321054,7.34301609,18.79353746,12.32210977,139.3690351,"251,683","484,423","33,865","120,542","9,914","13,924","1,707",595,-3.64
2004,8,2004-08-01,7.90E-06,303.2604283,8.90E-06,0.002739825317,0,2004,8,2004-08-01,1.11E-05,290.2149691,1.88E-09,9.23E-06,14.21697072,38.26315216,69.78741185,166.7387799,0.000247840463,0.001645200856,0.0001756029825,3.53E-07,1.43E-06,263.2237785,5.385179753,12.01914341,10.60053978,131.3580872,"167,675","434,337","31,495","98,276","9,278","14,018","1,704",574,-3.59
2004,9,2004-09-01,7.02E-06,298.912155,6.15E-06,0.002547631883,0,2004,9,2004-09-01,1.01E-05,285.9631764,3.08E-07,2.08E-05,16.55170953,43.41331504,68.0861959,165.8705412,0.03760904803,0.001436199965,0.002162557969,0.001021365934,0.0001959989552,209.7652127,5.30729934,7.761958751,12.06485498,137.05099,"178,551","354,259","27,730","94,447","9,169","13,937","1,605",589,0.47
2004,10,2004-10-01,6.19E-06,291.1146267,3.95E-05,0.002517896483,0,2004,10,2004-10-01,7.73E-06,279.6452541,1.83E-06,1.85E-05,20.19189025,56.40987337,75.92205962,165.8720912,0.7007068246,0.001841104731,0.002003177478,0.006732171175,0.003653505877,107.9762234,3.945474593,3.185246333,11.83364866,161.3851594,"84,237","271,190","23,593","112,381","9,148","14,094","1,509",611,1.26
2004,11,2004-11-01,1.07E-05,283.2483633,2.80E-05,0.01651486792,0,2004,11,2004-11-01,4.72E-06,272.367588,7.97E-06,6.88E-06,23.65593955,64.39834843,90.98087575,167.5949997,5.012991795,0.003872887728,0.000339486925,0.02355926254,0.03151239623,42.3569766,1.778328623,0.4932214957,6.896219912,187.862403,"196,553","254,317","10,474","104,985","8,889","14,367","1,512",576,1.99
2004,12,2004-12-01,7.09E-06,281.1012383,1.72E-05,0.04264524867,0.00045215055,2004,12,2004-12-01,3.16E-06,268.7207275,5.28E-06,4.39E-06,28.61140021,65.83224448,93.23221352,169.0120904,12.28607108,0.005206575423,0.001203298438,0.037235381,0.07153205477,18.78029575,0.6497608487,0.05119854217,4.526540531,196.4825071,"210,458","225,570","15,714","129,101","8,664","14,355","1,633",560,1.94
2005,1,2005-01-01,7.02E-06,282.26219,3.90E-05,0.1791269733,0.004482997463,2005,1,2005-01-01,2.75E-06,270.7578752,1.32E-05,1.05E-05,33.9287197,79.64423602,101.4085689,173.6058298,34.24327848,0.01752830087,0.008631430086,0.08480736532,0.1671960051,13.60915258,0.4818589747,0.02930523689,3.620906841,223.6234873,"179,126","100,485","9,898","140,699","8,481","15,119","1,659",559,2.97
2005,2,2005-02-01,1.14E-05,282.9106733,3.58E-05,0.2051394967,0,2005,2,2005-02-01,5.27E-06,270.2176086,7.75E-06,1.01E-05,34.19391405,88.50448717,107.5893217,179.5958736,33.65406841,0.0212927044,0.0182542798,0.06802202523,0.1302451883,26.75506235,0.8816707448,0.07724288294,6.924434801,238.9736815,"77,532","132,078","9,040","186,257","8,265","15,739","1,723",613,3.9
2005,3,2005-03-01,1.98E-05,286.25062,1.21E-05,0.1449807333,0,2005,3,2005-03-01,1.05E-05,272.5690635,5.67E-06,6.72E-06,29.98651812,92.33413707,114.0304072,185.4525128,21.19241424,0.02461611967,0.02000679073,0.07332046252,0.07299216642,79.82250383,1.704847309,0.9257997026,16.66920222,245.210272,"124,148","337,760","16,160","215,623","8,015","16,220","1,689",551,3.86
2005,4,2005-04-01,1.74E-05,289.899235,1.16E-05,0.05495204067,0,2005,4,2005-04-01,1.64E-05,277.3726699,3.13E-06,1.16E-05,25.42598815,87.94559021,122.8145387,187.656409,10.69832972,0.01595460809,0.01645853789,0.06535240692,0.03536740729,170.3112302,3.799666932,5.764407354,26.07047903,245.3857617,"306,792","473,454","22,989","199,182","8,538","15,869","1,709",586,3.85
