Date Time,Lake Mead Differnece (Thousand acre-feet),ARIZONA (acre-feet),CALIFORNIA (acre-feet),NEVADA (acre-feet),MEXICO (acre-feet),mead_Evap_tavg (kg m-2 s-1),mead_Tair_f_inst (K),mead_Rainf_tavg (kg m-2 s-1),upperCRB_Tair_f_inst (K),upperCRB_Snowf_tavg (kg m-2 s-1),upperCRB_Rainf_tavg (kg m-2 s-1),upperCRB_SoilMoi40_100cm_inst,upperCRB_SWE_inst (kg m-2),PDSI (Index)
2020-06-01,-0366,228607,476397,31272,142242,3.03E-06,0302,1.20E-06,0290,3.54E-08,8.36E-06,0076,0.002159867509,-1.99
2020-07-01,-0207,202749,471224,36913,155957,1.61E-06,0306,1.10E-06,0294,0000,5.82E-06,0068,0.0001146409783,-2.67
2020-08-01,-0049,175991,419801,36801,131367,1.32E-06,0307,1.08E-06,0295,7.69E-10,7.83E-06,0063,0.0001052773667,-4.36
2020-09-01,-0070,265993,377851,28801,116148,1.04E-06,0302,2.43E-07,0289,6.30E-07,6.89E-06,0061,0.1013743028,-4.92
2020-10-01,-0112,253195,357823,21689,70978,7.57E-07,0295,4.78E-07,0283,1.49E-06,4.08E-06,0060,0.4085709964,-5.26
2020-11-01,-0067,181277,284572,11408,96292,1.54E-06,0287,2.67E-06,0275,2.07E-06,5.56E-06,0060,1.089664749,-5.41
2020-12-01,0222,193311,256431,7799,94595,3.42E-06,0281,7.45E-06,0269,5.88E-06,5.17E-07,0060,4.773886331,-5.36
2021-01-01,0188,140209,181235,10906,151603,6.62E-06,0281,1.23E-05,0268,6.58E-06,1.16E-06,0060,7.698173889,-5.18
2021-02-01,0112,171600,184504,8417,131343,9.27E-06,0284,5.06E-06,0270,6.64E-06,4.28E-06,0061,10.43101766,-5.15
2021-03-01,-0244,252554,418449,15533,179006,1.01E-05,0286,6.98E-06,0274,3.83E-06,6.97E-06,0063,4.141665201,-4.89
2021-04-01,-0425,295855,469090,22016,167115,6.88E-06,0294,5.96E-06,0280,1.62E-06,7.32E-06,0065,0.39993933,-5.04
2021-05-01,-0473,301869,502162,27619,129888,5.65E-06,0298,1.35E-06,0285,4.74E-07,8.43E-06,0065,0.08306603365,-5.26
2021-06-01,-0378,213813,476717,32519,130093,2.65E-06,0305,5.16E-06,0293,2.55E-09,8.35E-06,0061,0.0006118375184,-5.74
2021-07-01,-0088,167068,471768,31564,132315,1.65E-05,0307,2.08E-05,0295,0000,1.70E-05,0058,2.70E-06,-4.83
2021-08-01,0024,143076,428707,31686,120249,9.88E-06,0306,5.86E-06,0293,4.82E-10,1.19E-05,0059,0.0001096639228,-4.57
2021-09-01,-0022,206188,375258,24662,115662,4.74E-06,0303,2.78E-06,0290,6.16E-08,1.07E-05,0058,0.006763598341,-4.56
2021-10-01,-0071,224676,360112,16672,72399,7.05E-06,0292,1.03E-05,0281,8.24E-07,1.73E-05,0061,0.2539780147,-4.14
2021-11-01,-0141,180991,284082,10116,99869,5.03E-06,0290,2.84E-06,0277,4.17E-07,4.66E-06,0069,0.2964818662,-4.87
2021-12-01,0111,127837,252643,10458,99313,6.05E-06,0283,1.31E-05,0271,6.18E-06,8.48E-06,0072,4.829231769,-4.28
2022-01-01,0055,126615,254642,10847,114751,4.81E-06,0282,1.84E-06,0268,4.87E-06,1.27E-06,0072,11.05893336,-4.51
2022-02-01,-0024,167335,215646,10384,127461,8.05E-06,0283,9.49E-06,0269,3.67E-06,4.13E-06,0073,6.233489302,-4.53
2022-03-01,-0410,241037,426153,17421,169931,1.27E-05,0288,1.87E-05,0274,4.16E-06,1.06E-05,0075,3.163440666,-4.59
2022-04-01,-0510,274262,471607,17381,161472,1.55E-05,0293,1.22E-05,0279,3.10E-06,1.09E-05,0080,0.9948354234,-5.03
2022-05-01,-0509,281073,505422,25144,130391,3.50E-06,0297,7.93E-07,0284,1.03E-06,1.23E-05,0080,0.1170739977,-5.81
2022-06-01,-0330,177083,479740,30130,131753,2.39E-06,0304,1.04E-06,0291,3.46E-09,6.92E-06,0074,0.0144951186,-5.83
2022-07-01,-0146,123384,453452,31096,134564,4.35E-06,0307,9.75E-06,0295,0000,1.04E-05,0067,2.62E-05,-5.55
2022-08-01,0234,92830,383778,25371,108896,1.41E-05,0305,1.21E-05,0294,0000,1.29E-05,0064,0.0001269570793,0.38
2022-09-01,0053,150661,343440,22382,113545,6.50E-06,0303,7.99E-06,0291,2.13E-10,1.38E-05,0063,0.001191073908,-0.43
2022-10-01,0089,150278,338310,16737,87471,5.05E-06,0295,8.39E-07,0282,1.04E-06,1.23E-05,0067,0.1856403539,0.28
2022-11-01,-0230,124979,295652,8637,90211,6.12E-06,0284,8.04E-06,0271,4.63E-06,6.02E-06,0070,2.826232565,0.21
2022-12-01,0126,104639,256405,8140,88500,3.61E-06,0282,1.18E-05,0268,9.21E-06,7.15E-06,0070,9.779920286,0.41
