Date Time,Lake Mead Differnece (Thousand acre-feet),ARIZONA (acre-feet),CALIFORNIA (acre-feet),NEVADA (acre-feet),MEXICO (acre-feet),Sum,mead_Evap_tavg (kg m-2 s-1),mead_Tair_f_inst (K),mead_Rainf_tavg (kg m-2 s-1),upperCRB_Tair_f_inst (K),upperCRB_Snowf_tavg (kg m-2 s-1),upperCRB_Rainf_tavg (kg m-2 s-1),upperCRB_SoilMoi40_100cm_inst,upperCRB_SWE_inst (kg m-2),PDSI (Index)
2010-06-01,-0431.0000000000,309364.0000000000,441951.0000000000,28120.0000000000,112669.0000000000,892104.0000000000,0000.0000032421,0301.6303450000,0000.0000011781,0289.8314340167,0000.0000001022,0000.0000095096,0095.7965112008,0000.0176181137,0001.3000000000
2010-07-01,-0199.0000000000,217618.0000000000,501023.0000000000,34322.0000000000,126052.0000000000,879015.0000000000,0000.0000013126,0305.9799533333,0000.0000027597,0293.5388295397,0000.0000000011,0000.0000132329,0081.3457365439,0000.0006037421,0001.7300000000
2010-08-01,-0005.0000000000,229979.0000000000,467149.0000000000,33449.0000000000,100581.0000000000,831158.0000000000,0000.0000042294,0304.1202583333,0000.0000027749,0290.9640735356,0000.0000000121,0000.0000146756,0080.1092117322,0000.0004583952,-0000.0200000000
2010-09-01,-0260.0000000000,290441.0000000000,430782.0000000000,23184.0000000000,92735.0000000000,837142.0000000000,0000.0000022759,0300.3216050000,0000.0000006647,0288.1178748954,0000.0000000329,0000.0000055703,0075.8680700167,0000.0075020920,-0000.7600000000
2010-10-01,-0121.0000000000,248075.0000000000,348168.0000000000,23914.0000000000,106185.0000000000,726342.0000000000,0000.0000059450,0293.0019183333,0000.0000157259,0281.0005835565,0000.0000020447,0000.0000148536,0074.2676768243,0000.7478872827,-0000.5000000000
2010-11-01,-0035.0000000000,214994.0000000000,328769.0000000000,17359.0000000000,113968.0000000000,675090.0000000000,0000.0000080932,0284.1459233333,0000.0000059442,0271.0094030544,0000.0000051415,0000.0000031571,0078.0585949351,0003.6809818585,-0000.7100000000
2010-12-01,0365.0000000000,217465.0000000000,234907.0000000000,9440.0000000000,147166.0000000000,608978.0000000000,0000.0000057114,0281.9549500000,0000.0000280657,0269.9451960669,0000.0000105352,0000.0000084001,0079.7865869937,0014.8941037881,-0000.2900000000
2011-01-01,0464.0000000000,129270.0000000000,218239.0000000000,9479.0000000000,140797.0000000000,497785.0000000000,0000.0000054698,0279.5487550000,0000.0000010276,0264.4603676151,0000.0000038355,0000.0000005000,0083.2696824854,0028.5460842409,-0000.8900000000
2011-02-01,0352.0000000000,180781.0000000000,188974.0000000000,8943.0000000000,173363.0000000000,552061.0000000000,0000.0000094833,0280.6523283333,0000.0000176135,0266.3999522385,0000.0000081543,0000.0000021218,0083.4147273849,0026.0827184886,-0000.8000000000
2011-03-01,0053.0000000000,290691.0000000000,409563.0000000000,14910.0000000000,198897.0000000000,914061.0000000000,0000.0000148656,0286.7940233333,0000.0000107232,0273.3948166736,0000.0000043076,0000.0000053301,0086.3710582803,0017.4607047994,-0001.4600000000
2011-04-01,-0055.0000000000,315005.0000000000,467821.0000000000,20577.0000000000,203660.0000000000,1007063.0000000000,0000.0000156027,0290.4011333333,0000.0000092077,0276.6500288075,0000.0000050045,0000.0000141687,0096.7817594812,0007.4315584202,-0001.4800000000
2011-05-01,0189.0000000000,303211.0000000000,484968.0000000000,26055.0000000000,115213.0000000000,929447.0000000000,0000.0000177386,0294.3913500000,0000.0000160963,0281.2346539958,0000.0000029616,0000.0000205786,0109.0667883305,0001.8707166929,-0001.3600000000
2011-06-01,0401.0000000000,298321.0000000000,478232.0000000000,25759.0000000000,120309.0000000000,922621.0000000000,0000.0000065416,0302.2130500000,0000.0000017551,0289.3564402092,0000.0000001615,0000.0000076145,0103.9199066402,0000.0649800374,-0002.1100000000
2011-07-01,0428.0000000000,236817.0000000000,520926.0000000000,27213.0000000000,127169.0000000000,912125.0000000000,0000.0000036249,0306.0398666667,0000.0000050314,0293.5827205858,0000.0000000112,0000.0000140494,0087.5561769498,0000.0007287589,-0002.2100000000
2011-08-01,0597.0000000000,198525.0000000000,489191.0000000000,28699.0000000000,96546.0000000000,812961.0000000000,0000.0000049297,0307.1224500000,0000.0000015378,0293.9466458368,0000.0000000002,0000.0000082401,0077.9667341695,0000.0000614962,-0002.9400000000
2011-09-01,0247.0000000000,201721.0000000000,404435.0000000000,18540.0000000000,90614.0000000000,715310.0000000000,0000.0000050310,0302.3756116667,0000.0000051611,0288.7304267364,0000.0000000670,0000.0000096290,0073.5429067218,0000.0126243899,-0002.8400000000
2011-10-01,0479.0000000000,239375.0000000000,299026.0000000000,20511.0000000000,70185.0000000000,629097.0000000000,0000.0000087617,0294.3515466667,0000.0000101787,0281.1413579707,0000.0000017283,0000.0000158936,0075.3558667301,0000.4988465032,-0002.5700000000
2011-11-01,0477.0000000000,208992.0000000000,196058.0000000000,13287.0000000000,111956.0000000000,530293.0000000000,0000.0000044702,0285.2247266667,0000.0000058935,0272.1385777615,0000.0000040805,0000.0000055521,0077.6235107824,0003.4376577707,-0002.4500000000
2011-12-01,0711.0000000000,178399.0000000000,155228.0000000000,8874.0000000000,129245.0000000000,471746.0000000000,0000.0000039655,0279.7455216667,0000.0000071187,0266.8763795607,0000.0000037171,0000.0000018695,0078.1287692866,0004.4840293007,-0001.9700000000
2012-01-01,0378.0000000000,223301.0000000000,228158.0000000000,8924.0000000000,130592.0000000000,590975.0000000000,0000.0000070042,0281.9663066667,0000.0000061948,0269.3386762552,0000.0000048700,0000.0000030024,0078.1359641820,0005.3629474278,-0002.4200000000
2012-02-01,-0115.0000000000,228623.0000000000,277273.0000000000,10735.0000000000,158832.0000000000,675463.0000000000,0000.0000091955,0283.8650800000,0000.0000074068,0269.6108814644,0000.0000064484,0000.0000032609,0078.9948853201,0006.9882168587,-0002.4900000000
2012-03-01,-0372.0000000000,296991.0000000000,380935.0000000000,16487.0000000000,187221.0000000000,881634.0000000000,0000.0000142877,0288.2800133333,0000.0000124344,0276.0328285146,0000.0000010996,0000.0000056911,0079.9178072092,0002.5303808662,-0003.2300000000
2012-04-01,-0549.0000000000,313981.0000000000,509205.0000000000,20784.0000000000,182975.0000000000,1026945.0000000000,0000.0000082438,0293.5707583333,0000.0000059153,0281.4419005439,0000.0000010791,0000.0000062005,0080.7494068033,0000.2137111225,-0003.8700000000
2012-05-01,-0445.0000000000,337032.0000000000,536664.0000000000,31053.0000000000,98766.0000000000,1003515.0000000000,0000.0000052229,0299.4530416667,0000.0000009839,0286.1909778243,0000.0000002752,0000.0000046983,0077.8589126946,0000.0320222877,-0004.8000000000
2012-06-01,-0341.0000000000,279963.0000000000,501715.0000000000,29004.0000000000,102653.0000000000,913335.0000000000,0000.0000016343,0304.1459916667,0000.0000000078,0292.3618771130,0000.0000000165,0000.0000021992,0070.0407515544,0000.0009296548,-0005.9100000000
2012-07-01,0007.0000000000,175751.0000000000,479910.0000000000,29362.0000000000,123982.0000000000,809005.0000000000,0000.0000051826,0305.8431366667,0000.0000072282,0294.4174734728,0000.0000000002,0000.0000128821,0062.8941716778,0000.0000211736,-0005.6400000000
2012-08-01,0062.0000000000,204527.0000000000,434609.0000000000,24230.0000000000,97327.0000000000,760693.0000000000,0000.0000088088,0306.5570950000,0000.0000071169,0294.0495376987,0000.0000000002,0000.0000066146,0060.3406642699,0000.0000332366,-0005.9200000000
2012-09-01,-0134.0000000000,233009.0000000000,385103.0000000000,19065.0000000000,89768.0000000000,726945.0000000000,0000.0000054485,0302.7301916667,0000.0000042887,0289.1550752510,0000.0000000230,0000.0000069000,0058.3735045126,0000.0012549686,-0005.6700000000
2012-10-01,0128.0000000000,120169.0000000000,318617.0000000000,20872.0000000000,69743.0000000000,529401.0000000000,0000.0000067414,0294.9377333333,0000.0000074303,0281.6034227406,0000.0000010697,0000.0000070489,0057.6356009059,0000.3140137840,-0005.7600000000
2012-11-01,0071.0000000000,222460.0000000000,216935.0000000000,15406.0000000000,87692.0000000000,542493.0000000000,0000.0000033217,0288.1842200000,0000.0000062131,0275.8910619874,0000.0000018882,0000.0000052631,0058.2158650126,0000.9238917370,-0006.0500000000
2012-12-01,0302.0000000000,153859.0000000000,147594.0000000000,11239.0000000000,132302.0000000000,444994.0000000000,0000.0000062702,0281.7639250000,0000.0000118476,0268.8999443305,0000.0000045008,0000.0000073458,0060.4751911674,0005.0913199994,-0005.3100000000
