ds,soil,trend,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2035-10-01,,53.9573117,-6.353426372,-6.353426372,-6.353426372,-6.353426372,-6.353426372,-6.353426372,0,0,0,34.41802723,60.96815047,48.23106656,60.32219272,47.60388533
2035-11-01,,53.86589044,-3.736318247,-3.736318247,-3.736318247,-3.736318247,-3.736318247,-3.736318247,0,0,0,35.77027389,63.67066751,48.06513688,60.29904484,50.1295722
2035-12-01,,53.77741826,-2.01040764,-2.01040764,-2.01040764,-2.01040764,-2.01040764,-2.01040764,0,0,0,39.04059799,64.66962558,47.90182847,60.30566502,51.76701062
2036-01-01,,53.685997,-2.17687439,-2.17687439,-2.17687439,-2.17687439,-2.17687439,-2.17687439,0,0,0,38.29151114,66.14273888,47.73659887,60.27761841,51.50912261
2036-02-01,,53.59457574,0.3188893654,0.3188893654,0.3188893654,0.3188893654,0.3188893654,0.3188893654,0,0,0,40.95474056,67.27707679,47.58914215,60.25128928,53.91346511
2036-03-01,,53.50905263,4.263698321,4.263698321,4.263698321,4.263698321,4.263698321,4.263698321,0,0,0,44.61224725,71.4560121,47.41556929,60.22698604,57.77275095
2036-04-01,,53.41763137,11.5471855,11.5471855,11.5471855,11.5471855,11.5471855,11.5471855,0,0,0,51.22242509,79.55927901,47.24474805,60.23034176,64.96481687
2036-05-01,,53.32915918,14.37134522,14.37134522,14.37134522,14.37134522,14.37134522,14.37134522,0,0,0,54.65685248,80.96662976,47.09916506,60.20309437,67.7005044
2036-06-01,,53.23773793,6.878776951,6.878776951,6.878776951,6.878776951,6.878776951,6.878776951,0,0,0,48.59715236,73.94474769,46.9482772,60.21300696,60.11651488
2036-07-01,,53.14926574,-3.504930168,-3.504930168,-3.504930168,-3.504930168,-3.504930168,-3.504930168,0,0,0,35.66282233,63.32439452,46.80075359,60.18659303,49.64433557
2036-08-01,,53.05784448,-8.065187147,-8.065187147,-8.065187147,-8.065187147,-8.065187147,-8.065187147,0,0,0,31.53485398,58.76083203,46.64692798,60.15945084,44.99265734
2036-09-01,,52.96642322,-9.51227894,-9.51227894,-9.51227894,-9.51227894,-9.51227894,-9.51227894,0,0,0,29.03310148,56.78083631,46.50452749,60.1124341,43.45414428
2036-10-01,,52.87795104,-7.197014487,-7.197014487,-7.197014487,-7.197014487,-7.197014487,-7.197014487,0,0,0,31.82512445,59.76838178,46.30996064,60.07523191,45.68093655
2036-11-01,,52.78652978,-3.23535196,-3.23535196,-3.23535196,-3.23535196,-3.23535196,-3.23535196,0,0,0,36.56395749,63.57086493,46.14448407,60.05081471,49.55117782
2036-12-01,,52.69805759,-2.709486754,-2.709486754,-2.709486754,-2.709486754,-2.709486754,-2.709486754,0,0,0,35.91868249,64.22021572,46.02448918,60.02694277,49.98857084
2037-01-01,,52.60663634,-1.625450387,-1.625450387,-1.625450387,-1.625450387,-1.625450387,-1.625450387,0,0,0,37.94549185,64.10055159,45.88759628,60.00196569,50.98118595
2037-02-01,,52.51521508,0.542227474,0.542227474,0.542227474,0.542227474,0.542227474,0.542227474,0,0,0,39.01708975,66.40989844,45.69552198,59.97449288,53.05744255
2037-03-01,,52.43264104,4.325610096,4.325610096,4.325610096,4.325610096,4.325610096,4.325610096,0,0,0,42.87310895,70.66989043,45.5665321,59.93886432,56.75825113
2037-04-01,,52.34121978,11.29526262,11.29526262,11.29526262,11.29526262,11.29526262,11.29526262,0,0,0,49.90676349,77.27336562,45.42759547,59.92724804,63.6364824
2037-05-01,,52.25274759,14.42488962,14.42488962,14.42488962,14.42488962,14.42488962,14.42488962,0,0,0,52.96135622,79.74216119,45.29539723,59.86210886,66.67763721
2037-06-01,,52.16132634,7.28829043,7.28829043,7.28829043,7.28829043,7.28829043,7.28829043,0,0,0,46.29638,75.46,45.15766297,59.79733923,59.44961677
2037-07-01,,52.07285415,-3.545225849,-3.545225849,-3.545225849,-3.545225849,-3.545225849,-3.545225849,0,0,0,34.78061881,61.74854165,45.01449084,59.73806685,48.5276283
2037-08-01,,51.98143289,-8.194957338,-8.194957338,-8.194957338,-8.194957338,-8.194957338,-8.194957338,0,0,0,30.42245598,57.67387053,44.86745946,59.68895132,43.78647555
2037-09-01,,51.89001163,-9.722081855,-9.722081855,-9.722081855,-9.722081855,-9.722081855,-9.722081855,0,0,0,28.64267697,56.42481847,44.6889032,59.66519489,42.16792978
2037-10-01,,51.80153945,-6.918001841,-6.918001841,-6.918001841,-6.918001841,-6.918001841,-6.918001841,0,0,0,30.84898802,59.04069466,44.51638444,59.64238822,44.88353761
2037-11-01,,51.71011819,-3.401413173,-3.401413173,-3.401413173,-3.401413173,-3.401413173,-3.401413173,0,0,0,34.87265255,62.33857259,44.34244982,59.6258805,48.30870502
2037-12-01,,51.621646,-2.474490332,-2.474490332,-2.474490332,-2.474490332,-2.474490332,-2.474490332,0,0,0,34.60718692,64.21695875,44.20078199,59.60699239,49.14715567
2038-01-01,,51.53022475,-1.805571348,-1.805571348,-1.805571348,-1.805571348,-1.805571348,-1.805571348,0,0,0,36.63081197,64.13341883,44.02387372,59.58811168,49.7246534
2038-02-01,,51.43880349,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0,0,0,38.44564908,67.89518562,43.87243281,59.53093206,51.90452994
2038-03-01,,51.35622945,4.386674604,4.386674604,4.386674604,4.386674604,4.386674604,4.386674604,0,0,0,42.0577006,70.57102261,43.731121,59.50151045,55.74290405
2038-04-01,,51.26480819,11.04374954,11.04374954,11.04374954,11.04374954,11.04374954,11.04374954,0,0,0,48.4711422,75.955153,43.58607251,59.48857302,62.30855773
2038-05-01,,51.176336,14.48376661,14.48376661,14.48376661,14.48376661,14.48376661,14.48376661,0,0,0,51.60517549,80.40302347,43.46196575,59.47530933,65.66010261
2038-06-01,,51.08491475,7.695408342,7.695408342,7.695408342,7.695408342,7.695408342,7.695408342,0,0,0,44.28607913,72.52393594,43.27233199,59.46061894,58.78032309
2038-07-01,,50.99644256,-3.592104866,-3.592104866,-3.592104866,-3.592104866,-3.592104866,-3.592104866,0,0,0,32.11444112,62.29710572,43.1017147,59.45006414,47.40433769
2038-08-01,,50.9050213,-8.326227654,-8.326227654,-8.326227654,-8.326227654,-8.326227654,-8.326227654,0,0,0,28.21226229,57.87769714,42.9529935,59.4353749,42.57879365
2038-09-01,,50.81360004,-9.925367739,-9.925367739,-9.925367739,-9.925367739,-9.925367739,-9.925367739,0,0,0,26.88051479,54.39123747,42.81023345,59.4210039,40.8882323
2038-10-01,,50.72512786,-6.636711839,-6.636711839,-6.636711839,-6.636711839,-6.636711839,-6.636711839,0,0,0,29.57262153,59.58445898,42.68115511,59.41974486,44.08841602
2038-11-01,,50.6337066,-3.568408154,-3.568408154,-3.568408154,-3.568408154,-3.568408154,-3.568408154,0,0,0,32.31633357,62.6894306,42.52320875,59.39455183,47.06529845
2038-12-01,,50.54523441,-2.241397626,-2.241397626,-2.241397626,-2.241397626,-2.241397626,-2.241397626,0,0,0,33.47168346,63.7186607,42.37345657,59.37687892,48.30383679
