Date,mead_Evap_tavg,upperCRB_Evap_tavg,mead_Tair_f_inst,upperCRB_Tair_f_inst,mead_Rainf_tavg,upperCRB_Rainf_tavg,upperCRB_SoilMoi10_40cm_inst,upperCRB_SWE_inst
9/1/2010,0.000002280000000,0.00000839046222,300.321605,288.1178749,0.000000664652778,0.000005570285049,41.18304328,0.007502092016
10/1/2010,0.000005950000000,0.00000645462777,293.0019183,281.0005836,0.000015725940833,0.000014853583430,43.44549586,0.7478872827
11/1/2010,0.000008090000000,0.00000402010458,284.1459233,271.0094031,0.000005944235933,0.000003157060679,52.18753368,3.680981859
12/1/2010,0.000005710000000,0.00000212450803,281.95495,269.9451961,0.000028065658833,0.000008400106293,55.3731801,14.89410379
1/1/2011,0.000005470000000,0.00000296891006,279.548755,264.4603676,0.000001027553783,0.000000499984818,60.21555104,28.54608424
2/1/2011,0.000009480000000,0.00000526106570,280.6523283,266.3999522,0.000017613467333,0.000002121778800,64.59483607,26.08271849
3/1/2011,0.000014900000000,0.00000948930056,286.7940233,273.3948167,0.000010723185500,0.000005330129735,74.54258714,17.4607048
4/1/2011,0.000015600000000,0.00001510517895,290.4011333,276.6500288,0.000009207708333,0.000014168747385,79.63127837,7.43155842
5/1/2011,0.000017700000000,0.00002349832369,294.39135,281.234654,0.000016096303667,0.000020578576724,72.34432981,1.870716693
6/1/2011,0.000006540000000,0.00002373962322,302.21305,289.3564402,0.000001755069467,0.000007614546717,56.40682094,0.06498003737
7/1/2011,0.000003620000000,0.00002038400197,306.0398667,293.5827206,0.000005031384283,0.000014049401024,44.73849073,0.0007287589497
8/1/2011,0.000004930000000,0.00001400065202,307.12245,293.9466458,0.000001537768817,0.000008240054335,40.55468144,6.15E-05
9/1/2011,0.000005030000000,0.00000986507931,302.3756117,288.7304267,0.000005161111117,0.000009629041122,40.49145667,0.01262438986
10/1/2011,0.000008760000000,0.00000882502521,294.3515467,281.141358,0.000010178696083,0.000015893589705,49.04773662,0.4988465032
11/1/2011,0.000004470000000,0.00000606536266,285.2247267,272.1385778,0.000005893472300,0.000005552111235,53.06654273,3.437657771
12/1/2011,0.000003970000000,0.00000358070653,279.7455217,266.8763796,0.000007118682767,0.000001869494863,53.0259088,4.484029301
1/1/2012,0.000007000000000,0.00000545536795,281.9663067,269.3386763,0.000006194758117,0.000003002361987,53.61431497,5.362947428
2/1/2012,0.000009200000000,0.00000760203647,283.86508,269.6108815,0.000007406824750,0.000003260935479,54.1094876,6.988216859
3/1/2012,0.000014300000000,0.00001041833013,288.2800133,276.0328285,0.000012434408583,0.000005691068310,54.4401609,2.530380866
