"ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","yearly","yearly_lower","yearly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
2001-07-01,858565.166212807,112028.950833968,112028.950833968,112028.950833968,112028.950833968,112028.950833968,112028.950833968,0,0,0,898046.21175828,1041062.57754757,858565.166212807,858565.166212807,970594.117046776
2001-08-01,857872.536171642,12121.1643289554,12121.1643289554,12121.1643289554,12121.1643289554,12121.1643289554,12121.1643289554,0,0,0,791158.319124646,941263.763384993,857872.536171642,857872.536171642,869993.700500597
2001-09-01,857179.907336502,-30340.971227472,-30340.971227472,-30340.971227472,-30340.971227472,-30340.971227472,-30340.971227472,0,0,0,754872.044626115,909906.689855803,857179.907336502,857179.907336502,826838.93610903
2001-10-01,856509.621367012,-100175.20114327,-100175.20114327,-100175.20114327,-100175.20114327,-100175.20114327,-100175.20114327,0,0,0,685365.39287684,828525.535190488,856509.621367012,856509.621367012,756334.420223741
2001-11-01,855816.992531872,-156814.493497284,-156814.493497284,-156814.493497284,-156814.493497284,-156814.493497284,-156814.493497284,0,0,0,620482.80193289,773904.118226712,855816.992531872,855816.992531872,699002.499034588
2001-12-01,855146.706562382,-223391.280724216,-223391.280724216,-223391.280724216,-223391.280724216,-223391.280724216,-223391.280724216,0,0,0,552605.366088503,708019.077566424,855146.706562382,855146.706562382,631755.425838166
2002-01-01,854454.077727242,-226446.749074307,-226446.749074307,-226446.749074307,-226446.749074307,-226446.749074307,-226446.749074307,0,0,0,555835.230424691,701412.246425339,854454.077727242,854454.077727242,628007.328652934
2002-02-01,853761.448892102,-182469.974777073,-182469.974777073,-182469.974777073,-182469.974777073,-182469.974777073,-182469.974777073,0,0,0,596796.954710995,738504.430366895,853761.448892102,853761.448892102,671291.474115029
2002-03-01,853135.848653911,94565.7767660851,94565.7767660851,94565.7767660851,94565.7767660851,94565.7767660851,94565.7767660851,0,0,0,866277.248025746,1016791.18422839,853135.848653911,853135.848653911,947701.625419996
2002-04-01,852443.219818771,224223.637661472,224223.637661472,224223.637661472,224223.637661472,224223.637661472,224223.637661472,0,0,0,1004889.75904784,1150994.764934,852443.219818771,852443.219818771,1076666.85748024
2002-05-01,848286.466423453,200344.079097763,200344.079097763,200344.079097763,200344.079097763,200344.079097763,200344.079097763,0,0,0,974610.154781787,1125875.02810259,848286.466423453,848286.466423453,1048630.54552122
2002-06-01,843991.154581624,132576.491552779,132576.491552779,132576.491552779,132576.491552779,132576.491552779,132576.491552779,0,0,0,899227.121515327,1048364.24268148,843991.154581624,843991.154581624,976567.646134403
2002-07-01,839834.401186306,115166.179889854,115166.179889854,115166.179889854,115166.179889854,115166.179889854,115166.179889854,0,0,0,878898.032770551,1026218.56201496,839834.401186306,839834.401186306,955000.58107616
2002-08-01,835539.089344478,17283.4608616765,17283.4608616765,17283.4608616765,17283.4608616765,17283.4608616765,17283.4608616765,0,0,0,779056.83620662,925928.428564152,835539.089344478,835539.089344478,852822.550206154
2002-09-01,831243.777502649,-19830.1887849499,-19830.1887849499,-19830.1887849499,-19830.1887849499,-19830.1887849499,-19830.1887849499,0,0,0,735167.250412683,885884.019301163,831243.777502649,831243.777502649,811413.588717699
2002-10-01,827087.024107331,-91212.5426155209,-91212.5426155209,-91212.5426155209,-91212.5426155209,-91212.5426155209,-91212.5426155209,0,0,0,664715.94025098,812633.207250088,827087.024107331,827087.024107331,735874.48149181
2002-11-01,822791.712265502,-172587.037120362,-172587.037120362,-172587.037120362,-172587.037120362,-172587.037120362,-172587.037120362,0,0,0,569621.783468959,725408.340141916,822791.712265502,822791.712265502,650204.67514514
2002-12-01,818634.958870184,-241327.726910858,-241327.726910858,-241327.726910858,-241327.726910858,-241327.726910858,-241327.726910858,0,0,0,504810.211217793,654666.534388492,818634.958870184,818634.958870184,577307.231959327
2003-01-01,814339.647028356,-221197.629670935,-221197.629670935,-221197.629670935,-221197.629670935,-221197.629670935,-221197.629670935,0,0,0,518817.573689863,665138.851343214,814339.647028356,814339.647028356,593142.017357421
2003-02-01,810044.502030636,-164537.856439918,-164537.856439918,-164537.856439918,-164537.856439918,-164537.856439918,-164537.856439918,0,0,0,573332.03037062,721418.66518121,810044.502030636,810044.502030636,645506.645590718
2003-03-01,806165.016226244,93698.4407353668,93698.4407353668,93698.4407353668,93698.4407353668,93698.4407353668,93698.4407353668,0,0,0,817721.337350531,971314.080182714,806165.016226244,806165.016226244,899863.456961611
2003-04-01,801869.871228524,220215.623326828,220215.623326828,220215.623326828,220215.623326828,220215.623326828,220215.623326828,0,0,0,946376.39775528,1101419.49948128,801869.871228524,801869.871228524,1022085.49455535
